id,type,title,author,auth_gender,year,lang,file_x,file_y
journal-article-10.2307_4131714,book-review,,,unknown,2002,eng,journal-article-10.2307_4131714.xml,journal-article-10.2307_4131714-ngram1.txt
journal-article-10.2307_25654640,book-review,From Ashkenaz to Zionism: Putting Eastern European Jewish Life in (Alphabetical) Order,Jeffrey Veidlinger,male,2009,eng,journal-article-10.2307_25654640.xml,journal-article-10.2307_25654640-ngram1.txt
journal-article-10.2307_1486892,research-article,The Formation of the Biblical Narrative Corpus,Edward L. Greenstein,male,1990,eng,journal-article-10.2307_1486892.xml,journal-article-10.2307_1486892-ngram1.txt
journal-article-10.2307_4131567,book-review,"
         ",Michael J. Broyde,male,2002,eng,journal-article-10.2307_4131567.xml,journal-article-10.2307_4131567-ngram1.txt
journal-article-10.2307_4131752,book-review,,R. Po-chia Hsia,unknown,2005,eng,journal-article-10.2307_4131752.xml,journal-article-10.2307_4131752-ngram1.txt
journal-article-10.2307_1486836,book-review,"
         ",Jeremy Cohen,male,1995,eng,journal-article-10.2307_1486836.xml,journal-article-10.2307_1486836-ngram1.txt
journal-article-10.2307_27564344,book-review,,Yael Zerubavel,female,2008,eng,journal-article-10.2307_27564344.xml,journal-article-10.2307_27564344-ngram1.txt
journal-article-10.2307_24273631,book-review,,Beth A. Berkowitz,female,2013,eng,journal-article-10.2307_24273631.xml,journal-article-10.2307_24273631-ngram1.txt
journal-article-10.2307_4131638,research-article,Rethinking Karaism: Between Judaism and Islam,Meira Polliack,female,2006,eng,journal-article-10.2307_4131638.xml,journal-article-10.2307_4131638-ngram1.txt
journal-article-10.2307_4131762,book-review,,Julie E. Cooper,female,2005,eng,journal-article-10.2307_4131762.xml,journal-article-10.2307_4131762-ngram1.txt
journal-article-10.2307_41310628,research-article,Open Secret in the Rearview Mirror,Elliot R. Wolfson,male,2011,eng,journal-article-10.2307_41310628.xml,journal-article-10.2307_41310628-ngram1.txt
journal-article-10.2307_1486320,research-article,Averroes and Narboni on the Material Intellect,Herbert A. Davidson,male,1984,eng,journal-article-10.2307_1486320.xml,journal-article-10.2307_1486320-ngram1.txt
journal-article-10.2307_23319556,research-article,The Hidden Message of the Hares in the Talons of the Eagle,Bracha Yaniv,female,2012,eng,journal-article-10.2307_23319556.xml,journal-article-10.2307_23319556-ngram1.txt
journal-article-10.2307_1486854,book-review,"
         ",Daniel Gold,male,1995,eng,journal-article-10.2307_1486854.xml,journal-article-10.2307_1486854-ngram1.txt
journal-article-10.2307_4131781,book-review,,David Malkiel,male,2003,eng,journal-article-10.2307_4131781.xml,journal-article-10.2307_4131781-ngram1.txt
journal-article-10.2307_1566668,book-review,"
          ",Michael M. Laskier,male,2000,eng,journal-article-10.2307_1566668.xml,journal-article-10.2307_1566668-ngram1.txt
journal-article-10.2307_27564318,book-review,,Michael R. Marrus,male,2007,eng,journal-article-10.2307_27564318.xml,journal-article-10.2307_27564318-ngram1.txt
journal-article-10.2307_4131697,research-article,"
           The Reception of the ""Shulḥan 'Arukh"" and the Formation of Ashkenazic Jewish Identity 
        ",Joseph Davis,male,2002,eng,journal-article-10.2307_4131697.xml,journal-article-10.2307_4131697-ngram1.txt
journal-article-10.2307_27564367,book-review,,Eliezer Diamond,male,2008,eng,journal-article-10.2307_27564367.xml,journal-article-10.2307_27564367-ngram1.txt
journal-article-10.2307_1486413,research-article,"""Contra Judaeos"" in Seventeenth-Century Italy: Two Responses to the ""Discorso"" of Simone Luzzatto by Melchiore Palontrotti and Giulio Morosini",Benjamin Ravid,male,1982,eng,journal-article-10.2307_1486413.xml,journal-article-10.2307_1486413-ngram1.txt
journal-article-10.2307_1486283,research-article,"Coffee, Coffeehouses, and the Nocturnal Rituals of Early Modern Jewry",Elliott Horowitz,male,1989,eng,journal-article-10.2307_1486283.xml,journal-article-10.2307_1486283-ngram1.txt
journal-article-10.2307_27564271,book-review,,Erik Larson,male,2007,eng,journal-article-10.2307_27564271.xml,journal-article-10.2307_27564271-ngram1.txt
journal-article-10.2307_1486886,book-review,"
         ",Deborah Dash Moore,female,1997,eng,journal-article-10.2307_1486886.xml,journal-article-10.2307_1486886-ngram1.txt
journal-article-10.2307_4131735,research-article,"Ahasuerus, the Former Stable-Master of Belshazzar, and the Wicked Alexander of Macedon: Two Parallels between the Babylonian Talmud and Persian Sources",,unknown,2005,eng,journal-article-10.2307_4131735.xml,journal-article-10.2307_4131735-ngram1.txt
journal-article-10.2307_24273571,book-review,,Alvin H. Rosenfeld,male,2014,eng,journal-article-10.2307_24273571.xml,journal-article-10.2307_24273571-ngram1.txt
journal-article-10.2307_1486793,book-review,"
         ",‮נורית גוברין‬,unknown,1999,heb,journal-article-10.2307_1486793.xml,journal-article-10.2307_1486793-ngram1.txt
journal-article-10.2307_41310661,book-review,,Don Seeman,male,2011,eng,journal-article-10.2307_41310661.xml,journal-article-10.2307_41310661-ngram1.txt
journal-article-10.2307_1486381,research-article,The Tenuous Thread: A Venetian Lawyer's Apology for Jewish Self-Government in the Seventeenth Century,David Malkiel,male,1987,eng,journal-article-10.2307_1486381.xml,journal-article-10.2307_1486381-ngram1.txt
journal-article-10.2307_1486628,book-review,"
         ",Robert L. Cohn,male,1994,eng,journal-article-10.2307_1486628.xml,journal-article-10.2307_1486628-ngram1.txt
journal-article-10.2307_24273626,research-article,Can Secular Spirituality be Religiously Inspired? The Hasidic Legacy in the Eyes of Skeptics,Nicham Ross,unknown,2013,eng,journal-article-10.2307_24273626.xml,journal-article-10.2307_24273626-ngram1.txt
journal-article-10.2307_4131633,book-review,,,unknown,2003,eng,journal-article-10.2307_4131633.xml,journal-article-10.2307_4131633-ngram1.txt
journal-article-10.2307_1486408,research-article,Ironic Characterization in the Works of S. Y. Agnon,Esther Fuchs,female,1982,eng,journal-article-10.2307_1486408.xml,journal-article-10.2307_1486408-ngram1.txt
journal-article-10.2307_23319577,research-article,"War, Revenge, and Jewish Ethics: Rabbi Shaul Yisraeli's Essay on Kibiyeh Revisited",Robert Eisen,male,2012,eng,journal-article-10.2307_23319577.xml,journal-article-10.2307_23319577-ngram1.txt
journal-article-10.2307_24273653,research-article,Legal Strategy and Legal Culture in Medieval Jewish Courts of Southern France,Pinchas Roth,male,2014,eng,journal-article-10.2307_24273653.xml,journal-article-10.2307_24273653-ngram1.txt
journal-article-10.2307_4131723,book-review,,Henry Abramson,male,2002,eng,journal-article-10.2307_4131723.xml,journal-article-10.2307_4131723-ngram1.txt
journal-article-10.2307_1486788,book-review,"
         ",Robert Goldenberg,male,1999,eng,journal-article-10.2307_1486788.xml,journal-article-10.2307_1486788-ngram1.txt
journal-article-10.2307_4131548,book-review,,Ken Frieden,male,2004,eng,journal-article-10.2307_4131548.xml,journal-article-10.2307_4131548-ngram1.txt
journal-article-10.2307_41310654,book-review,,Jonathan Klawans,male,2011,eng,journal-article-10.2307_41310654.xml,journal-article-10.2307_41310654-ngram1.txt
journal-article-10.2307_4131822,book-review,,Elisheva Carlebach,female,2005,eng,journal-article-10.2307_4131822.xml,journal-article-10.2307_4131822-ngram1.txt
journal-article-10.2307_1486595,book-review,"
         ",Robert S. Wistrich,male,1993,eng,journal-article-10.2307_1486595.xml,journal-article-10.2307_1486595-ngram1.txt
journal-article-10.2307_1566660,book-review,"
          ",Aryeh Cohen,male,2000,eng,journal-article-10.2307_1566660.xml,journal-article-10.2307_1566660-ngram1.txt
journal-article-10.2307_4131710,book-review,,Debra Reed Blank,female,2002,eng,journal-article-10.2307_4131710.xml,journal-article-10.2307_4131710-ngram1.txt
journal-article-10.2307_4131543,book-review,,Jay R. Berkovitz,male,2004,eng,journal-article-10.2307_4131543.xml,journal-article-10.2307_4131543-ngram1.txt
journal-article-10.2307_4131644,book-review,,Shlomo Deshen,male,2006,eng,journal-article-10.2307_4131644.xml,journal-article-10.2307_4131644-ngram1.txt
journal-article-10.2307_4131704,book-review,,Hindy Najman,unknown,2002,eng,journal-article-10.2307_4131704.xml,journal-article-10.2307_4131704-ngram1.txt
journal-article-10.2307_24273681,research-article,מגרש השדים מפרשבורג: פרק בחשיבה המדעית של ר׳ משה סופר,,unknown,2014,heb,journal-article-10.2307_24273681.xml,journal-article-10.2307_24273681-ngram1.txt
journal-article-10.2307_4131747,book-review,,,unknown,2005,eng,journal-article-10.2307_4131747.xml,journal-article-10.2307_4131747-ngram1.txt
journal-article-10.2307_27564326,research-article,"Whither Jewish Music? Jewish Studies, Music Scholarship, and the Tilt between Seminary and University",Judah M. Cohen,male,2008,eng,journal-article-10.2307_27564326.xml,journal-article-10.2307_27564326-ngram1.txt
journal-article-10.2307_1486323,research-article,Cultural Ethnicity in Israel: The Case of Middle Eastern Jews' Religiosity,Moshe Shokeid,male,1984,eng,journal-article-10.2307_1486323.xml,journal-article-10.2307_1486323-ngram1.txt
journal-article-10.2307_4131529,book-review,,Gary G. Porton,male,2004,eng,journal-article-10.2307_4131529.xml,journal-article-10.2307_4131529-ngram1.txt
journal-article-10.2307_4131683,book-review,,Jonathan W. Malino,male,2006,eng,journal-article-10.2307_4131683.xml,journal-article-10.2307_4131683-ngram1.txt
journal-article-10.2307_4131669,research-article,Beyond the Verse: Midrash Aggadah as Interpretation of Biblical Narrative,Devora Steinmetz,female,2006,eng,journal-article-10.2307_4131669.xml,journal-article-10.2307_4131669-ngram1.txt
journal-article-10.2307_25654637,research-article,Maḥazor Ha-Ḥayyim: Life-Cycle Celebration in the Song of the Ashkenazic Synagogue,Geoffrey Goldberg,male,2009,eng,journal-article-10.2307_25654637.xml,journal-article-10.2307_25654637-ngram1.txt
journal-article-10.2307_1486887,book-review,"
         ",Jacob Korg,male,1997,eng,journal-article-10.2307_1486887.xml,journal-article-10.2307_1486887-ngram1.txt
journal-article-10.2307_4131797,book-review,,Alan Mintz,male,2003,eng,journal-article-10.2307_4131797.xml,journal-article-10.2307_4131797-ngram1.txt
journal-article-10.2307_1486329,book-review,"
         ",Walter P. Zenner,male,1984,eng,journal-article-10.2307_1486329.xml,journal-article-10.2307_1486329-ngram1.txt
journal-article-10.2307_1486581,book-review,"
         ",Raymond Westbrook,male,1993,eng,journal-article-10.2307_1486581.xml,journal-article-10.2307_1486581-ngram1.txt
journal-article-10.2307_1486572,research-article,Voltaire on Judaism and Christianity,Allan Arkush,male,1993,eng,journal-article-10.2307_1486572.xml,journal-article-10.2307_1486572-ngram1.txt
journal-article-10.2307_24273533,book-review,,Jonathan Schorsch,male,2013,eng,journal-article-10.2307_24273533.xml,journal-article-10.2307_24273533-ngram1.txt
journal-article-10.2307_1486941,research-article," ‮״החבר המעולה״ או ״הבוגד המעולה״:מנהיג שנוי במחלוקת עלי בן עמרם, ראש קהל הירושלמיים בפסטאט במחצית השנייה של המאה האחת־עשרה ",‮אלינוער ברקת‬,unknown,1998,heb,journal-article-10.2307_1486941.xml,journal-article-10.2307_1486941-ngram1.txt
journal-article-10.2307_1486673,book-review,"
         ",Francisco Moreno-Carvalho,male,1996,eng,journal-article-10.2307_1486673.xml,journal-article-10.2307_1486673-ngram1.txt
journal-article-10.2307_1486466,book-review,"Of Rhetoric, Revelry, and Rabbis",Ross Brann,male,1990,eng,journal-article-10.2307_1486466.xml,journal-article-10.2307_1486466-ngram1.txt
journal-article-10.2307_1486314,research-article,Mordecai Zev Feierberg and the Reveries of Redemption,Alan Mintz,male,1977,eng,journal-article-10.2307_1486314.xml,journal-article-10.2307_1486314-ngram1.txt
journal-article-10.2307_40982855,book-review,,Sander L. Gilman,male,2010,eng,journal-article-10.2307_40982855.xml,journal-article-10.2307_40982855-ngram1.txt
journal-article-10.2307_4131576,book-review,"
         ",Joshua R. Jacobson,male,2002,eng,journal-article-10.2307_4131576.xml,journal-article-10.2307_4131576-ngram1.txt
journal-article-10.2307_1487019,book-review,"
         ",Marc Z. Brettler,male,1992,eng,journal-article-10.2307_1487019.xml,journal-article-10.2307_1487019-ngram1.txt
journal-article-10.2307_23319565,book-review,,Marsha L. Rozenblit,female,2012,eng,journal-article-10.2307_23319565.xml,journal-article-10.2307_23319565-ngram1.txt
journal-article-10.2307_1486959,book-review,"
         ",Kalman P. Bland,unknown,1992,eng,journal-article-10.2307_1486959.xml,journal-article-10.2307_1486959-ngram1.txt
journal-article-10.2307_4131815,book-review,,Benjamin D. Sommer,male,2005,eng,journal-article-10.2307_4131815.xml,journal-article-10.2307_4131815-ngram1.txt
journal-article-10.2307_1486875,book-review,"
         ",Alan J. Yuter,male,1997,eng,journal-article-10.2307_1486875.xml,journal-article-10.2307_1486875-ngram1.txt
journal-article-10.2307_1486362,book-review,"
         ",Michael Wyschogrod,male,1986,eng,journal-article-10.2307_1486362.xml,journal-article-10.2307_1486362-ngram1.txt
journal-article-10.2307_1486441,book-review,"
         ",Yehoshua Gitay,male,1984,eng,journal-article-10.2307_1486441.xml,journal-article-10.2307_1486441-ngram1.txt
journal-article-10.2307_27564270,book-review,,Steven Fine,male,2007,eng,journal-article-10.2307_27564270.xml,journal-article-10.2307_27564270-ngram1.txt
journal-article-10.2307_41310659,book-review,,Samuel Thrope,male,2011,eng,journal-article-10.2307_41310659.xml,journal-article-10.2307_41310659-ngram1.txt
journal-article-10.2307_25654625,book-review,,Sebastian Wogenstein,male,2009,eng,journal-article-10.2307_25654625.xml,journal-article-10.2307_25654625-ngram1.txt
journal-article-10.2307_4131784,book-review,,,unknown,2003,eng,journal-article-10.2307_4131784.xml,journal-article-10.2307_4131784-ngram1.txt
journal-article-10.2307_1487022,book-review,"
         ",Rachel Simon,female,1992,eng,journal-article-10.2307_1487022.xml,journal-article-10.2307_1487022-ngram1.txt
journal-article-10.2307_1486540,book-review,"
         ",Emanuel S. Goldsmith,male,1999,eng,journal-article-10.2307_1486540.xml,journal-article-10.2307_1486540-ngram1.txt
journal-article-10.2307_1486548,research-article," Isaac Abarbanel's ""Stance toward Tradition"": The Case of ""'Aṭeret zeqenim"" ",Eric Lawee,male,1997,eng,journal-article-10.2307_1486548.xml,journal-article-10.2307_1486548-ngram1.txt
journal-article-10.2307_27564350,book-review,,Rachel Manekin,female,2008,eng,journal-article-10.2307_27564350.xml,journal-article-10.2307_27564350-ngram1.txt
journal-article-10.2307_1486724,book-review,"
         ",Steven Bowman,male,1996,eng,journal-article-10.2307_1486724.xml,journal-article-10.2307_1486724-ngram1.txt
journal-article-10.2307_1486297,research-article,On the Origins of the Office of Head of the Jews in the Fatimid Empire,Mark R. Cohen,male,1979,eng,journal-article-10.2307_1486297.xml,journal-article-10.2307_1486297-ngram1.txt
journal-article-10.2307_24273560,research-article,"Opulence and Oblivion: Talmudic Feasting, Famine, and the Social Politics of Disaster",Julia Watts Belser,female,2014,eng,journal-article-10.2307_24273560.xml,journal-article-10.2307_24273560-ngram1.txt
journal-article-10.2307_25654653,book-review,,Heidi Kaufman,female,2009,eng,journal-article-10.2307_25654653.xml,journal-article-10.2307_25654653-ngram1.txt
journal-article-10.2307_4131732,research-article,At the Nexus of History and Memory: The Ten Lost Tribes,Pamela Barmash,female,2005,eng,journal-article-10.2307_4131732.xml,journal-article-10.2307_4131732-ngram1.txt
journal-article-10.2307_4131540,book-review,,David Engel,male,2004,eng,journal-article-10.2307_4131540.xml,journal-article-10.2307_4131540-ngram1.txt
journal-article-10.2307_41310641,book-review,,Yuval Jobani,male,2011,eng,journal-article-10.2307_41310641.xml,journal-article-10.2307_41310641-ngram1.txt
journal-article-10.2307_1486425,research-article," The Metamorphosis of a Hasidic Legend in Agnon's ""'Al 'even 'aḥat"" ",Aryeh Wineman,male,1978,eng,journal-article-10.2307_1486425.xml,journal-article-10.2307_1486425-ngram1.txt
journal-article-10.2307_41310627,research-article,On Writing about the Seventh Lubavitcher Rebbe and His Hasidim,Samuel C. Heilman,male,2011,eng,journal-article-10.2307_41310627.xml,journal-article-10.2307_41310627-ngram1.txt
journal-article-10.2307_1486331,book-review,"
         ",Gershon C. Bacon,male,1984,eng,journal-article-10.2307_1486331.xml,journal-article-10.2307_1486331-ngram1.txt
journal-article-10.2307_1486684,book-review,"
         ",Stuart E. Knee,male,1996,eng,journal-article-10.2307_1486684.xml,journal-article-10.2307_1486684-ngram1.txt
journal-article-10.2307_25654636,research-article,In Quest of Babylonian Tannaitic Traditions: The Case of <italic>Tanna D'Bei Shmuel</italic>,Barak Shlomo Cohen,male,2009,eng,journal-article-10.2307_25654636.xml,journal-article-10.2307_25654636-ngram1.txt
journal-article-10.2307_4131616,book-review,,,unknown,2003,eng,journal-article-10.2307_4131616.xml,journal-article-10.2307_4131616-ngram1.txt
journal-article-10.2307_4131770,book-review,"Rethinking Leviticus and Rereading ""Purity and Danger""",Jonathan Klawans,male,2003,eng,journal-article-10.2307_4131770.xml,journal-article-10.2307_4131770-ngram1.txt
journal-article-10.2307_4131599,book-review,"
         ",Jacob Neusner,male,2002,eng,journal-article-10.2307_4131599.xml,journal-article-10.2307_4131599-ngram1.txt
journal-article-10.2307_40982857,book-review,,Rebecca Kobrin,female,2010,eng,journal-article-10.2307_40982857.xml,journal-article-10.2307_40982857-ngram1.txt
journal-article-10.2307_1486632,book-review,"
         ",Kalman P. Bland,unknown,1994,eng,journal-article-10.2307_1486632.xml,journal-article-10.2307_1486632-ngram1.txt
journal-article-10.2307_23319553,research-article,"The ""Halakhic Kernel"" as a Criterion for Dating Babylonian Aggadah: Bavli Ḥullin 110a–b and Parallels",Aaron Amit,male,2012,eng,journal-article-10.2307_23319553.xml,journal-article-10.2307_23319553-ngram1.txt
journal-article-10.2307_24273565,book-review,,Barbara Mann,female,2014,eng,journal-article-10.2307_24273565.xml,journal-article-10.2307_24273565-ngram1.txt
journal-article-10.2307_4131771,book-review,,Marc Z. Brettler,male,2003,eng,journal-article-10.2307_4131771.xml,journal-article-10.2307_4131771-ngram1.txt
journal-article-10.2307_1486405,research-article,The Monarchic Imperative in Rabbinic Perspective,Gerald J. Blidstein,male,1982,eng,journal-article-10.2307_1486405.xml,journal-article-10.2307_1486405-ngram1.txt
journal-article-10.2307_27564359,research-article,The Nature and Purpose of Mishnaic Narrative: Recent Seminal Contributions,Avraham Walfish,male,2008,eng,journal-article-10.2307_27564359.xml,journal-article-10.2307_27564359-ngram1.txt
journal-article-10.2307_1486258,research-article,The Metamorphosis of Narrative Traditions: Two Stories from Sixteenth-Century Safed,Aryeh Wineman,male,1985,eng,journal-article-10.2307_1486258.xml,journal-article-10.2307_1486258-ngram1.txt
journal-article-10.2307_24273655,research-article,Between Universal and Particular: Baron's Jewish Community in Light of Recent Research,Elisheva Carlebach,female,2014,eng,journal-article-10.2307_24273655.xml,journal-article-10.2307_24273655-ngram1.txt
journal-article-10.2307_27564378,book-review,,Deborah Achtenberg,female,2008,eng,journal-article-10.2307_27564378.xml,journal-article-10.2307_27564378-ngram1.txt
journal-article-10.2307_1566667,book-review,"
          ",Arthur Green,male,2000,eng,journal-article-10.2307_1566667.xml,journal-article-10.2307_1566667-ngram1.txt
journal-article-10.2307_4131709,book-review,,Charles H. Manekin,male,2002,eng,journal-article-10.2307_4131709.xml,journal-article-10.2307_4131709-ngram1.txt
journal-article-10.2307_1486481,book-review,"
         ",Marc Brettler,male,1995,eng,journal-article-10.2307_1486481.xml,journal-article-10.2307_1486481-ngram1.txt
journal-article-10.2307_24273558,research-article,Setting Times for Torah Study in R. Shneur Zalman of Liady's Thought,Wojciech Tworek,male,2014,eng,journal-article-10.2307_24273558.xml,journal-article-10.2307_24273558-ngram1.txt
journal-article-10.2307_1486600,research-article,"From Separation to Displacement: The Problem of Women in ""Sefer Hasidim""",Judith R. Baskin,female,1994,eng,journal-article-10.2307_1486600.xml,journal-article-10.2307_1486600-ngram1.txt
journal-article-10.2307_4131741,book-review,,,unknown,2005,eng,journal-article-10.2307_4131741.xml,journal-article-10.2307_4131741-ngram1.txt
journal-article-10.2307_4131677,book-review,,Adiel Schremer,unknown,2006,eng,journal-article-10.2307_4131677.xml,journal-article-10.2307_4131677-ngram1.txt
journal-article-10.2307_1486623,book-review,"Ancient Israelite Cult in History, Tradition, and Interpretation",Victor Avigdor Hurowitz,male,1994,eng,journal-article-10.2307_1486623.xml,journal-article-10.2307_1486623-ngram1.txt
journal-article-10.2307_1486665,book-review,"
         ",Martha Himmelfarb,female,1996,eng,journal-article-10.2307_1486665.xml,journal-article-10.2307_1486665-ngram1.txt
journal-article-10.2307_27564379,book-review,,Peter E. Gordon,male,2008,eng,journal-article-10.2307_27564379.xml,journal-article-10.2307_27564379-ngram1.txt
journal-article-10.2307_24273640,book-review,,Anna Sapir Abulafia,female,2013,eng,journal-article-10.2307_24273640.xml,journal-article-10.2307_24273640-ngram1.txt
journal-article-10.2307_24273562,research-article,Rabbinic Polysemy: A Response to Steven Fraade,Azzan Yadin-Israel,unknown,2014,eng,journal-article-10.2307_24273562.xml,journal-article-10.2307_24273562-ngram1.txt
journal-article-10.2307_1486317,research-article, ‮ ״וחכם באחור ישבחנה״: על הסאטירה ״כתב־יושר״ עבדון בן הלל הידעוני ,‮שאול לוין־ברלין‬,unknown,1977,heb,journal-article-10.2307_1486317.xml,journal-article-10.2307_1486317-ngram1.txt
journal-article-10.2307_1486715,book-review,"
         ",Howard Adelman,male,1996,eng,journal-article-10.2307_1486715.xml,journal-article-10.2307_1486715-ngram1.txt
journal-article-10.2307_4131621,book-review,,Avraham Gross,male,2003,eng,journal-article-10.2307_4131621.xml,journal-article-10.2307_4131621-ngram1.txt
journal-article-10.2307_1486592,book-review,"
         ",Milton R. Konvitz,male,1993,eng,journal-article-10.2307_1486592.xml,journal-article-10.2307_1486592-ngram1.txt
journal-article-10.2307_1486890,research-article, ‮האם יש מקור אחר לתוספתות התרגום לנביאים? ‬ ,‮רימון כשר‬,unknown,1997,heb,journal-article-10.2307_1486890.xml,journal-article-10.2307_1486890-ngram1.txt
journal-article-10.2307_24273529,book-review,,Jonathan Ray,male,2013,eng,journal-article-10.2307_24273529.xml,journal-article-10.2307_24273529-ngram1.txt
journal-article-10.2307_40982810,book-review,,Zvi Septimus,male,2010,eng,journal-article-10.2307_40982810.xml,journal-article-10.2307_40982810-ngram1.txt
journal-article-10.2307_27564370,book-review,,Ariella Radwin,unknown,2008,eng,journal-article-10.2307_27564370.xml,journal-article-10.2307_27564370-ngram1.txt
journal-article-10.2307_4131760,book-review,,Jean Baumgarten,male,2005,eng,journal-article-10.2307_4131760.xml,journal-article-10.2307_4131760-ngram1.txt
journal-article-10.2307_1486358,book-review,"
         ",Kenneth E. Berger,male,1986,eng,journal-article-10.2307_1486358.xml,journal-article-10.2307_1486358-ngram1.txt
journal-article-10.2307_1486330,book-review,"
         ",Elliot N. Dorff,male,1984,eng,journal-article-10.2307_1486330.xml,journal-article-10.2307_1486330-ngram1.txt
journal-article-10.2307_25654627,book-review,,Sharon Gillerman,female,2009,eng,journal-article-10.2307_25654627.xml,journal-article-10.2307_25654627-ngram1.txt
journal-article-10.2307_4131737,book-review,"Tosaphists and Taboo: A Review of Haym Soloveitchik's ""Yeinam""",Elliott Horowitz,male,2005,eng,journal-article-10.2307_4131737.xml,journal-article-10.2307_4131737-ngram1.txt
journal-article-10.2307_1486655,book-review,The Sheffield Dictionary of Classical Hebrew,Gary A. Rendsburg,male,1996,eng,journal-article-10.2307_1486655.xml,journal-article-10.2307_1486655-ngram1.txt
journal-article-10.2307_1486686,book-review,"
         ",Alexander Orbach,male,1996,eng,journal-article-10.2307_1486686.xml,journal-article-10.2307_1486686-ngram1.txt
journal-article-10.2307_1486851,book-review,"
         ",Lloyd P. Gartner,male,1995,eng,journal-article-10.2307_1486851.xml,journal-article-10.2307_1486851-ngram1.txt
journal-article-10.2307_1486312,research-article,Reading Medieval Hebrew Love Poetry,Neal Kozodoy,male,1977,eng,journal-article-10.2307_1486312.xml,journal-article-10.2307_1486312-ngram1.txt
journal-article-10.2307_24273669,book-review,,Richard I. Cohen,male,2014,eng,journal-article-10.2307_24273669.xml,journal-article-10.2307_24273669-ngram1.txt
journal-article-10.2307_41310674,book-review,,Judah M. Cohen,male,2011,eng,journal-article-10.2307_41310674.xml,journal-article-10.2307_41310674-ngram1.txt
journal-article-10.2307_1486343,research-article,"The First Charter of the Jewish Merchants of Venice, 1589",,unknown,1976,eng,journal-article-10.2307_1486343.xml,journal-article-10.2307_1486343-ngram1.txt
journal-article-10.2307_25654607,research-article,"Czechs, Germans, Arabs, Jews: Franz Kafka's ""Jackals and Arabs"" between Bohemia and Palestine",Dimitry Shumsky,unknown,2009,eng,journal-article-10.2307_25654607.xml,journal-article-10.2307_25654607-ngram1.txt
journal-article-10.2307_1486541,book-review,"
         ",Jay M. Eidelman,male,1999,eng,journal-article-10.2307_1486541.xml,journal-article-10.2307_1486541-ngram1.txt
journal-article-10.2307_1486650,research-article, ‮מקוה ישראל ה׳‬ ,‮צבי זוהר‬,unknown,1994,heb,journal-article-10.2307_1486650.xml,journal-article-10.2307_1486650-ngram1.txt
journal-article-10.2307_1487025,book-review,"
         ",S. Daniel Breslauer,unknown,1992,eng,journal-article-10.2307_1487025.xml,journal-article-10.2307_1487025-ngram1.txt
journal-article-10.2307_23319576,research-article,Is there a God an sich?: Isaac Breuer on Kant's noumena,George Y. Kohler,male,2012,eng,journal-article-10.2307_23319576.xml,journal-article-10.2307_23319576-ngram1.txt
journal-article-10.2307_1486374,research-article,Bilingualism and Poetic Modernism: The Yiddish Sources of the Hebrew Imagism of Gabriel Preil,Yael Sagiv-Feldman,female,1981,eng,journal-article-10.2307_1486374.xml,journal-article-10.2307_1486374-ngram1.txt
journal-article-10.2307_23319582,book-review,,Jeffrey Shandler,male,2012,eng,journal-article-10.2307_23319582.xml,journal-article-10.2307_23319582-ngram1.txt
journal-article-10.2307_41310675,book-review,,Elisabeth R. Friedman,female,2011,eng,journal-article-10.2307_41310675.xml,journal-article-10.2307_41310675-ngram1.txt
journal-article-10.2307_1486746,book-review,"
         ",Harold Kasimow,male,1998,eng,journal-article-10.2307_1486746.xml,journal-article-10.2307_1486746-ngram1.txt
journal-article-10.2307_27564328,research-article,Luis de Carvajal and His People,Samuel Temkin,male,2008,eng,journal-article-10.2307_27564328.xml,journal-article-10.2307_27564328-ngram1.txt
journal-article-10.2307_40982851,book-review,,Joshua Holo,male,2010,eng,journal-article-10.2307_40982851.xml,journal-article-10.2307_40982851-ngram1.txt
journal-article-10.2307_1486236,research-article,Binary Oppositions in the Poetry of Amir Gilboa,Warren Bargad,male,1988,eng,journal-article-10.2307_1486236.xml,journal-article-10.2307_1486236-ngram1.txt
journal-article-10.2307_4131756,book-review,,Bernard Reich,male,2005,eng,journal-article-10.2307_4131756.xml,journal-article-10.2307_4131756-ngram1.txt
journal-article-10.2307_25654642,book-review,,Baruch J. Schwartz,male,2009,eng,journal-article-10.2307_25654642.xml,journal-article-10.2307_25654642-ngram1.txt
journal-article-10.2307_1486915,book-review,,Judith R. Baskin,female,1998,eng,journal-article-10.2307_1486915.xml,journal-article-10.2307_1486915-ngram1.txt
journal-article-10.2307_40982823,book-review,,Sivan Zakai,female,2010,eng,journal-article-10.2307_40982823.xml,journal-article-10.2307_40982823-ngram1.txt
journal-article-10.2307_1486963,book-review,"
         ",Marsha L. Rozenblit,female,1992,eng,journal-article-10.2307_1486963.xml,journal-article-10.2307_1486963-ngram1.txt
journal-article-10.2307_40982854,book-review,,Anita Norich,female,2010,eng,journal-article-10.2307_40982854.xml,journal-article-10.2307_40982854-ngram1.txt
journal-article-10.2307_4131572,book-review,"
         ",Albert D. Friedberg,male,2002,eng,journal-article-10.2307_4131572.xml,journal-article-10.2307_4131572-ngram1.txt
journal-article-10.2307_1486795,research-article,The Contribution of Professor Salo W. Baron to the Study of Ancient Jewish History: His Appraisal of Anti-Judaism and Proselytism,Louis H. Feldman,male,1993,eng,journal-article-10.2307_1486795.xml,journal-article-10.2307_1486795-ngram1.txt
