id,type,title,auth1,auth_gender,year
journal-article-10.2307_1486381,research-article,The Tenuous Thread: A Venetian Lawyer's Apology for Jewish Self-Government in the Seventeenth Century,David Malkiel,male,1987
journal-article-10.2307_1486383,book-review,,Edward L. Greenstein,male,1987
journal-article-10.2307_1486384,book-review,,David N. Myers,male,1987
journal-article-10.2307_1486385,book-review,,Dwayne E. Carpenter,male,1987
journal-article-10.2307_1486386,book-review,,David C. Jacobson,male,1987
journal-article-10.2307_1486387,book-review,,David R. Blumenthal,male,1987
journal-article-10.2307_1486392,research-article,Intercity Relations in Roman Palestine: The Case of Sepphoris and Tiberias,Stuart S. Miller,male,1987
journal-article-10.2307_1486393,research-article,Providence as Consequent upon the Intellect: Maimonides' Theory of Providence,Charles M. Raffel,male,1987
journal-article-10.2307_1486395,research-article,A Polish Rabbi Meets the Berlin Haskalah: The Case of R. Barukh Schick,David E. Fishman,male,1987
journal-article-10.2307_1486397,book-review,,Baruch A. Levine,male,1987
journal-article-10.2307_1486398,book-review,,Norman A. Stillman,male,1987
journal-article-10.2307_1486399,book-review,,Robert Chazan,male,1987
journal-article-10.2307_1486244,research-article,"Mishnaic Literary History and the History of a Mishnaic Idea: On the Formation of the Mishnah's Theory of Intention, with Special Reference to Tractate Ma'aserot",Martin S. Jaffee,male,1986
journal-article-10.2307_1486245,research-article,The Post: Rav Ashi Amoraim: Transition or Continuity? A Study of the Role of the Final Generations of Amoraim in the Redaction of the Talmud,Richard Kalmin,male,1986
journal-article-10.2307_1486246,research-article,New Light on the Jews of Mozarabic Toledo,Norman Roth,male,1986
journal-article-10.2307_1486248,book-review,,Stuart S. Miller,male,1986
journal-article-10.2307_1486249,book-review,,Anthony J. Saldarini,male,1986
journal-article-10.2307_1486250,book-review,,David Stern,male,1986
journal-article-10.2307_1486251,book-review,,Baruch M. Bokser,male,1986
journal-article-10.2307_1486253,book-review,,Menahem Mansoor,male,1986
journal-article-10.2307_1486353,research-article," The Hebrew Paraphrase of Saadiah Gaon's ""Kitāb al-Amānāt wa'l-I'tiqādāt"" ",Ronald C. Kiener,male,1986
journal-article-10.2307_1486354,research-article,Left Contained in the Right: A Study in Zoharic Hermeneutics,Elliot Wolfson,male,1986
journal-article-10.2307_1486355,research-article,The End of the Universe in Medieval Jewish Philosophy,Seymour Feldman,male,1986
journal-article-10.2307_1486356,research-article,"The Art of Metoposcopy: A Study in Isaac Luria's ""Charismatic Knowledge""",Lawrence Fine,male,1986
journal-article-10.2307_1486357,book-review,,Peter Manchester,male,1986
journal-article-10.2307_1486358,book-review,,Kenneth E. Berger,male,1986
journal-article-10.2307_1486359,book-review,,Todd M. Endelman,male,1986
journal-article-10.2307_1486360,book-review,,Alfred L. Ivry,male,1986
journal-article-10.2307_1486361,book-review,,David R. Blumenthal,male,1986
journal-article-10.2307_1486362,book-review,,Michael Wyschogrod,male,1986
journal-article-10.2307_1486257,research-article,"Three Typological Themes in Early Jewish Messianism: Messiah Son of Joseph, Rabbinic Calculations, and the Figure of Armilus",David Berger,male,1985
journal-article-10.2307_1486258,research-article,The Metamorphosis of Narrative Traditions: Two Stories from Sixteenth-Century Safed,Aryeh Wineman,male,1985
journal-article-10.2307_1486259,research-article,Jewish Religious Thought in Early Victorian London,Steven Singer,male,1985
journal-article-10.2307_1486261,book-review,,Alan F. Segal,male,1985
journal-article-10.2307_1486262,book-review,,William M. Brinner,male,1985
journal-article-10.2307_1486263,book-review,,Jesse Mashbaum,male,1985
journal-article-10.2307_1486264,book-review,,Barry Mesch,male,1985
journal-article-10.2307_1486266,book-review,,Marc Lee Raphael,male,1985
journal-article-10.2307_1486270,research-article,Changing Views of Passover and the Meaning of Redemption According to the Palestinian Talmud,Baruch M. Bokser,male,1985
journal-article-10.2307_1486272,research-article,"Cyrus Adler, Non-Zionism, and the Zionist Movement: A Study in Contradictions",David G. Dalin,male,1985
journal-article-10.2307_1486273,research-article,The Poetics of Composition of the Hebrew Short Story in the Haskalah Period,Yair Mazor,male,1985
journal-article-10.2307_1486274,book-review,,Baruch Halpern,male,1985
journal-article-10.2307_1486276,book-review,,Norbert M. Samuelson,male,1985
journal-article-10.2307_1486277,book-review,,David G. Dalin,male,1985
journal-article-10.2307_1486278,book-review,,Stanley Nash,male,1985
journal-article-10.2307_1486319,research-article,The Jewish Prayer for Rain in the Post-Talmudic Diaspora,Arnold A. Lasker,male,1984
journal-article-10.2307_1486320,research-article,Averroes and Narboni on the Material Intellect,Herbert A. Davidson,male,1984
journal-article-10.2307_1486321,research-article,Rabbinical Status and Religious Authority in Imperial Germany: The German Rabbinical Association,Stephen M. Poppel,male,1984
journal-article-10.2307_1486322,research-article,Chaim Weizmann and the Elusive Manchester Professorship,Jehuda Reinharz,male,1984
journal-article-10.2307_1486323,research-article,Cultural Ethnicity in Israel: The Case of Middle Eastern Jews' Religiosity,Moshe Shokeid,male,1984
journal-article-10.2307_1486325,book-review,,David Stern,male,1984
journal-article-10.2307_1486326,book-review,,Leon J. Weinberger,male,1984
journal-article-10.2307_1486327,book-review,,Kenneth R. Stow,male,1984
journal-article-10.2307_1486329,book-review,,Walter P. Zenner,male,1984
journal-article-10.2307_1486330,book-review,,Elliot N. Dorff,male,1984
journal-article-10.2307_1486331,book-review,,Gershon C. Bacon,male,1984
journal-article-10.2307_1486436,research-article,"Analysis of an Exegetic Tradition in the ""Mekhilta de-Rabbi Ishmael"": The Meaning of 'Amanah in the Second and Third Centuries",Norman J. Cohen,male,1984
journal-article-10.2307_1486437,research-article,The Concept of the Three Ketarim: Its Place in Jewish Political Thought and Its Implications for a Study of Jewish Constitutional History,Stuart A. Cohen,male,1984
journal-article-10.2307_1486439,research-article,"The Drama of Narration: Y. H. Brenner's ""In Winter""",Jeffrey Fleck,male,1984
journal-article-10.2307_1486441,book-review,,Yehoshua Gitay,male,1984
journal-article-10.2307_1486442,book-review,,Lawrence H. Schiffman,male,1984
journal-article-10.2307_1486443,book-review,,Jeremy Cohen,male,1984
journal-article-10.2307_1486444,book-review,,Norman A. Stillman,male,1984
journal-article-10.2307_1486445,book-review,,Marc Saperstein,male,1984
journal-article-10.2307_1486446,book-review,,David C. Jacobson,male,1984
journal-article-10.2307_1486447,book-review,,Norbert Samuelson,male,1984
journal-article-10.2307_1486448,book-review,,Charles S. Liebman,male,1984
journal-article-10.2307_1486404,research-article,"On the Classification of Judaic Laws in the ""Antiquities"" of Josephus and the Temple Scroll of Qumran",David Altshuler,male,1982
journal-article-10.2307_1486405,research-article,The Monarchic Imperative in Rabbinic Perspective,Gerald J. Blidstein,male,1982
journal-article-10.2307_1486407,research-article,"The Checkered Career of ""Jew"" King: A Study in Anglo-Jewish Social History",Todd M. Endelman,male,1982
journal-article-10.2307_1486409,research-article,"Anglo-Jewry and the Jewish International Traffic in Prostitution, 1885-1914",Lloyd P. Gartner,male,1982
journal-article-10.2307_1486410,research-article,Judaism Triumphant: Isaac Mayer Wise on Unitarianism and Liberal Christianity,Benny Kraut,male,1982
journal-article-10.2307_1486412,research-article,The Russian Pogroms in Hebrew Literature and the Subversion of the Martyrological Ideal,Alan Mintz,male,1982
journal-article-10.2307_1486413,research-article,"""Contra Judaeos"" in Seventeenth-Century Italy: Two Responses to the ""Discorso"" of Simone Luzzatto by Melchiore Palontrotti and Giulio Morosini",Benjamin Ravid,male,1982
journal-article-10.2307_1486414,research-article,Medieval Jewish Criticism of the Christian Doctrine of Original Sin,Joel E. Rembaum,male,1982
journal-article-10.2307_1486415,research-article,"In Search of the ""Book of Figures"": Medicine and Astrology in Montpellier at the Turn of the Fourteenth Century",Joseph Shatzmiller,male,1982
journal-article-10.2307_1486367,research-article,Structure and Editing in the Homiletic Midrashim,Norman J. Cohen,male,1981
journal-article-10.2307_1486368,research-article,An Advantage to Peculiarity? The Case of the Polish Commonwealth,Gershon Hundert,male,1981
journal-article-10.2307_1486369,research-article,Ketiah Bar Shalom,Howard Jacobson,male,1981
journal-article-10.2307_1486370,research-article,Champion of Orthodoxy: The Emergence of Samson Raphael Hirsch as Religious Leader,Robert Liberles,male,1981
journal-article-10.2307_1486371,research-article,"Alienated Intellectuals in the Camp of Religious Reform: The Frankfurt Reformfreunde, 1842-1845",Michael A. Meyer,male,1981
journal-article-10.2307_1486375,research-article,Papal and Royal Attitudes toward Jewish Lending in the Thirteenth Century,Kenneth R. Stow,male,1981
journal-article-10.2307_1486376,research-article,"The Duisburg Affair: A Test Case in the Struggle for ""Conquest of the Communities""",Jack Wertheimer,male,1981
journal-article-10.2307_1486450,research-article,Maimonides on the Fall of Man,Lawrence V. Berman,male,1980
journal-article-10.2307_1486451,research-article,"Samael, Lilith, and the Concept of Evil in Early Kabbalah",Joseph Dan,male,1980
journal-article-10.2307_1486452,research-article,The First Pair (Yose ben Yoezer and Yose Ben Yohanan) or the Home of a Pharisee,Judah Goldin,male,1980
journal-article-10.2307_1486453,research-article,The Description of Formative Judaism: The Social Perspective of the Mishnah's System of Civil Law and Government,Jacob Neusner,male,1980
journal-article-10.2307_1486454,research-article,A Reevaluation of a Medieval Polemical Manuscript,Joel E. Rembaum,male,1980
journal-article-10.2307_1486455,research-article,"The Freethinker, the Jews, and the Missionaries: George Houston and the Mystery of ""Israel Vindicated""",Jonathan D. Sarna,male,1980
journal-article-10.2307_1486296,research-article,"A Minor for ""Zimmun"" (Y. Ber. 7:2, 11c) and Recensions of Yerushalmi",Baruch M. Bokser,male,1979
journal-article-10.2307_1486297,research-article,On the Origins of the Office of Head of the Jews in the Fatimid Empire,Mark R. Cohen,male,1979
journal-article-10.2307_1486299,research-article,The Meaning of 'Ein Lo Domeh and Similar Phrases in Medieval Biblical Exegesis,Frederick E. Greenspahn,male,1979
journal-article-10.2307_1486300,research-article,"Guenzburg, Lilienblum, and the Shape of Haskalah Autobiography",Alan Mintz,male,1979
journal-article-10.2307_1486301,research-article,Hermann Cohen's Perceptions of Spinoza: A Reappraisal,Franz Nauen,male,1979
journal-article-10.2307_1486302,research-article,Trends in the Study of Medieval Hebrew Literature,Dan Pagis,male,1979
journal-article-10.2307_1486303,research-article,Three Contemporary Perceptions of a Polish Wunderkind of the Seventeenth Century,David Ruderman,male,1979
journal-article-10.2307_1486304,research-article,Observations on Three War Poems of Shmuel Ha-Nagid: A Study in Internal Poetic Cohesion,David Segal,male,1979
journal-article-10.2307_1486305,research-article,Rabbinic Notes to Graeco-Coptica,Daniel Sperber,male,1979
journal-article-10.2307_1486306,research-article,The Household Table in Rabbinic Palestine,Joseph Tabory,male,1979
journal-article-10.2307_1486419,research-article,Maimonides and Thomas Aquinas: Natural or Divine Prophecy?,Alexander Altmann,male,1978
journal-article-10.2307_1486420,research-article,The American Connection of Canadian Jews: 1759-1914,Michael Brown,male,1978
journal-article-10.2307_1486421,research-article,The Hebrew First Crusade Chronicles: Further Reflections,Robert Chazan,male,1978
journal-article-10.2307_1486422,research-article,Gersonides on the Possibility of Conjunction with the Agent Intellect,Seymour Feldman,male,1978
journal-article-10.2307_1486423,research-article,A Sociological Portrait of German Jewish Immigrants in Boston: 1845-1861,Stephen G. Mostov,male,1978
journal-article-10.2307_1486425,research-article," The Metamorphosis of a Hasidic Legend in Agnon's ""'Al 'even 'aḥat"" ",Aryeh Wineman,male,1978
journal-article-10.2307_1486309,research-article,Some Uses of Justification in Jewish Education,Walter I. Ackerman,male,1977
journal-article-10.2307_1486310,research-article,The Nasi of Narbonne: A Problem in Medieval Historiography,Jeremy Cohen,male,1977
journal-article-10.2307_1486312,research-article,Reading Medieval Hebrew Love Poetry,Neal Kozodoy,male,1977
journal-article-10.2307_1486313,research-article,Sabbatai Sevi in England,Michael Mc Keon,male,1977
journal-article-10.2307_1486314,research-article,Mordecai Zev Feierberg and the Reveries of Redemption,Alan Mintz,male,1977
journal-article-10.2307_1486315,research-article,The Jewish Mercantile Settlement of Twelfth and Thirteenth Century Venice: Reality or Conjecture?,Benjamin Ravid,male,1977
journal-article-10.2307_1486316,research-article," ""Tumultus Et Rumor In Sinagoga"": An Aspect of Social Life of Provençal Jews in the Middle Ages ",Joseph Shatzmiller,male,1977
journal-article-10.2307_1486336,research-article,"New Light on the Conflict over the Palestinian Gaonate, 1038-1042, and on Daniel b. cAzarya: A Pair of Letters to the Nagid of Qayrawan",Mark R. Cohen,male,1976
journal-article-10.2307_1486337,research-article,"""Alte und neue Gemeinschaft"": An Unpublished Buber Manuscript",Paul R. Flohr,male,1976
journal-article-10.2307_1486338,research-article,On the Refinement of the Conception of Prayer in Hebrew Scriptures,Moshe Greenberg,male,1976
journal-article-10.2307_1486339,research-article,The 1913 New York State Civil Rights Act,Jeffrey Gurock,male,1976
journal-article-10.2307_1486340,research-article,The Origins of the Jewish Reform Movement in England,Robert Liberles,male,1976
journal-article-10.2307_1486341,research-article,"The Meaning of ""Torah Shebe'al Peh"" with Special Reference to ""Kelim"" and ""Ohalot""",Jacob Neusner,male,1976
journal-article-10.2307_1486342,research-article,The Emergence of Hasmonean Coinage,Uriel Rappaport,male,1976
journal-article-10.2307_1486343,research-article,"The First Charter of the Jewish Merchants of Venice, 1589",Benjamin C. I. Ravid,male,1976
journal-article-10.2307_1486345,research-article, The Founding of a Gemilut Ḥasadim Society in Ferrara in 1515 ,David B. Ruderman,male,1976
journal-article-10.2307_1486346,research-article," The Recall of Rabbi Neḥuniah Ben Ha-Qanah from Ecstasy in the ""Hekhalot Rabbati"" ",Lawrence H. Schiffman,male,1976
journal-article-10.2307_1486347,research-article,Coming Home: The Personal Basis of Simon Dubnow's Ideology,Robert M. Seltzer,male,1976
journal-article-10.2307_1486350,research-article, On the πύργος as a Farm Building ,Daniel Sperber,male,1976
journal-article-10.2307_1486351,research-article,On Some Aspects of Prayer in the Bible,Jeffrey H. Tigay,male,1976
journal-article-10.2307_41310643,research-article,השמים ועל מה שעליהם בפילוסופיה היהודית ״הללוהו שמי השמים והמים אשר מעל השמים״ (תהילים קמח׃ד) ׃על,Esti Eiznamu,female,2011
journal-article-10.2307_4131796,book-review,,Nehama Aschkenasy,female,2003
journal-article-10.2307_1486793,book-review,,Nurit Guvrin,female,1999
journal-article-10.2307_1486294,research-article," ‮ומי מטהר אתכם-- אביכם שבשמים תפילת סדר העבודה של יום הכיפורים:תוכן, תפקוד ומשמעות‬ ",Hannah Kasher,female,1989
journal-article-10.2307_24273659,book-review,,Achsah Guibbory,female,2014
journal-article-10.2307_4131512,research-article,"Sentient Dogs, Liberated Rams, and Talking Asses: Agnon's Biblical Zoo or Rereading ""Tmol shilshom""",Sidra De Koven Ezrahi,female,2004
journal-article-10.2307_1486785,book-review,,Zvia Ginor,female,1999
journal-article-10.2307_1486865,research-article,"He Said, She Said: A Woman Teacher in Twelfth-Century Cairo",Renee Levine Melammed,female,1997
journal-article-10.2307_1486951,book-review,,Pheme Perkins,female,1992
journal-article-10.2307_1487027,book-review,,Meri-Jane Rochelson,female,1992
journal-article-10.2307_24273543,book-review,,Hasia R. Diner,female,2013
journal-article-10.2307_23319578,book-review,,Deeana Klepper,female,2012
journal-article-10.2307_41310624,research-article,"A Serious Man in Situ: ""Fear and Loathing in St. Louis Park""",Riv-Ellen Prell,female,2011
journal-article-10.2307_41310626,research-article,"From Boys to Men: Gender Politics and Jewish Identity in ""A Serious Man""",Ariella Lang,female,2011
journal-article-10.2307_40982813,book-review,,Esti Eisenmann,female,2010
journal-article-10.2307_40982817,book-review,,Hasia Diner,female,2010
journal-article-10.2307_25654639,research-article,The Perils of Hybridity: Resisting the Postcolonial Perspective in A. B. Yehoshua's <italic>The Liberating Bride</italic>,Gilead Morahg,female,2009
journal-article-10.2307_27564339,book-review,,Deeana Klepper,female,2008
journal-article-10.2307_27564346,book-review,,Katharinavon Kellenbach,female,2008
journal-article-10.2307_27564370,book-review,,Ariella Radwin,female,2008
journal-article-10.2307_27564388,book-review,,Anna-Dorothea Ludewig,female,2008
journal-article-10.2307_27564268,book-review,,Athalya Brenner,female,2007
journal-article-10.2307_27564278,book-review,,Zafrira Lidovsky Cohen,female,2007
journal-article-10.2307_27564293,research-article,"How the ""'Aylonit"" Got Her Sex",Sarra Lev,female,2007
journal-article-10.2307_27564301,book-review,,Sarra Lev,female,2007
journal-article-10.2307_27564304,book-review,,Chanita Goodblatt,female,2007
journal-article-10.2307_4131659,book-review,,Riv-Ellen Prell,female,2006
journal-article-10.2307_4131678,book-review,,Hindy Najman,female,2006
journal-article-10.2307_4131686,book-review,,Aleisa Fishman,female,2006
journal-article-10.2307_4131759,book-review,,Eliyana R. Adler,female,2005
journal-article-10.2307_4131825,book-review,,Chanita Goodblatt,female,2005
journal-article-10.2307_4131513,research-article,"""And a Small Boy Leading Them"": The Child and the Biblical Landscape in Agnon, Oz, and Appelfeld",Nehama Aschkenasy,female,2004
journal-article-10.2307_4131704,book-review,,Hindy Najman,female,2002
journal-article-10.2307_1486741,book-review,,Yedida K. Stillman,female,1998
journal-article-10.2307_1486938,book-review,,Hasia R. Diner,female,1998
journal-article-10.2307_1486565,book-review,,Nehama Aschkenasy,female,1997
journal-article-10.2307_1486679,book-review,,Yudith Nave,female,1996
journal-article-10.2307_1486688,book-review,,Hasia Diner,female,1996
journal-article-10.2307_1486590,book-review,,Yedida K. Stillman,female,1993
journal-article-10.2307_1486978,book-review,,Yedida K. Stillman,female,1992
journal-article-10.2307_24273670,book-review,,Robin Judd,female,2014
journal-article-10.2307_27564385,book-review,,Robin Judd,female,2008
journal-article-10.2307_41310642,book-review,,Lynn Davidman,female,2011
journal-article-10.2307_25654611,book-review,,Carol Bakhos,female,2009
journal-article-10.2307_25654631,book-review,,Carol Conaway,female,2009
journal-article-10.2307_25654643,book-review,,Kimberly B. Stratton,female,2009
journal-article-10.2307_4131538,book-review,,Jody Myers,female,2004
journal-article-10.2307_4131614,book-review,,Gail Labovitz,female,2003
journal-article-10.2307_1486658,book-review,,Ora Horn Prouser,female,1996
journal-article-10.2307_1486643,book-review,,Kerry M. Olitzky,female,1994
journal-article-10.2307_24273559,research-article,The Last Spanish Expulsion in Europe: Milan 1565—1597,Flora Cassen,female,2014
journal-article-10.2307_24273560,research-article,"Opulence and Oblivion: Talmudic Feasting, Famine, and the Social Politics of Disaster",Julia Watts Belser,female,2014
journal-article-10.2307_24273563,book-review,"Cinema Studies/Jewish Studies, 2011—2013",Naomi Sokoloff,female,2014
journal-article-10.2307_24273565,book-review,,Barbara Mann,female,2014
journal-article-10.2307_24273566,book-review,,Naomi Koltun-Fromm,female,2014
journal-article-10.2307_24273569,book-review,,Allison Coudert,female,2014
journal-article-10.2307_24273570,book-review,,Anna Cichopek-Gajraj,female,2014
journal-article-10.2307_24273572,book-review,,Emily Benichou Gottreich,female,2014
journal-article-10.2307_24273575,book-review,,Martina Urban,female,2014
journal-article-10.2307_24273646,research-article,The Animalistic Gullet and the Godlike Soul: Reframing Sacrifice in Midrash Leviticus Rabbah,Mira Balberg,female,2014
journal-article-10.2307_24273654,research-article,"Agnon's Conversation with Jeremiah in ""A Guest for the Night: 'Aginut"" in an Age of National Modernization",Yael Halevi-Wise,female,2014
journal-article-10.2307_24273655,research-article,Between Universal and Particular: Baron's Jewish Community in Light of Recent Research,Elisheva Carlebach,female,2014
journal-article-10.2307_24273660,book-review,,Hilary Lipka,female,2014
journal-article-10.2307_24273664,book-review,,Jane Kanarek,female,2014
journal-article-10.2307_24273665,book-review,,Paola Tartakoff,female,2014
journal-article-10.2307_24273672,book-review,,Magdalena Wrobel Bloom,female,2014
journal-article-10.2307_24273675,book-review,,Judith Vichniac,female,2014
journal-article-10.2307_24273676,book-review,,Nadia Malinovich,female,2014
journal-article-10.2307_24273680,research-article,The Last Spanish Expulsion in Europe: Milan 1565-1597 – CORRIGENDUM,Flora Cassen,female,2014
journal-article-10.2307_24273524,research-article,"""A Stranger at Home"": Delayed Return in a Novella and in a Short Story by Agnon: A Comparative Study",Chaya Shacham,female,2013
journal-article-10.2307_24273528,book-review,,Nina Caputo,female,2013
journal-article-10.2307_24273532,book-review,,Dana Rabin,female,2013
journal-article-10.2307_24273534,book-review,,Michela Andreatta,female,2013
journal-article-10.2307_24273535,book-review,,Lotte C.van de Pol,female,2013
journal-article-10.2307_24273537,book-review,,Rebekka Voß,female,2013
journal-article-10.2307_24273538,book-review,,Debra Kaplan,female,2013
journal-article-10.2307_24273539,book-review,,Liora Halperin,female,2013
journal-article-10.2307_24273546,book-review,,Allison Schachter,female,2013
journal-article-10.2307_24273624,research-article,Gender Equality in Yefet Ben ʿEli's Commentary and Karaite Halakhah,Ilana Sasson,female,2013
journal-article-10.2307_24273631,book-review,,Beth A. Berkowitz,female,2013
journal-article-10.2307_24273638,book-review,,Ira Robinson,male,2013
journal-article-10.2307_24273640,book-review,,Anna Sapir Abulafia,female,2013
journal-article-10.2307_23319554,research-article,"Misogyny Revisited: The Eve Traditions in Avot de Rabbi Natan, Versions A and B",Natalie C. Polzer,female,2012
journal-article-10.2307_23319555,research-article,"""To Immerse their Wives"": Communal Identity and the ""Kahalishe"" Mikveh of Altona",Debra Kaplan,female,2012
journal-article-10.2307_23319556,research-article,The Hidden Message of the Hares in the Talons of the Eagle,Bracha Yaniv,female,2012
journal-article-10.2307_23319557,research-article,"""Their Eyes Shall Behold Strange Things"": Abraham Ben Elijah of Vilna encounters the Spirit of Mr. Buffon",Iris Idelson-Shein,female,2012
journal-article-10.2307_23319558,research-article,Performing Holocaust Memory: Judd Ne'eman's Zitra,Janet Handler Burstein,female,2012
journal-article-10.2307_23319559,book-review,,Talya Fishman,female,2012
journal-article-10.2307_23319560,book-review,,Maya Balakirsky-Katz,female,2012
journal-article-10.2307_23319561,book-review,,Allison Coudert,female,2012
journal-article-10.2307_23319562,book-review,,Rachel Greenblatt,female,2012
journal-article-10.2307_23319564,book-review,,Gabriella Safran,female,2012
journal-article-10.2307_23319565,book-review,,Marsha L. Rozenblit,female,2012
journal-article-10.2307_23319566,book-review,,Kirsten Fermaglich,female,2012
journal-article-10.2307_23319567,book-review,,Melissa R. Klapper,female,2012
journal-article-10.2307_23319572,research-article,Entangled Stories: The Red Jews in Premodern Yiddish and German Apocalyptic Lore,Rebekka Voß,female,2012
journal-article-10.2307_23319573,research-article,From Slavery to Freedom: Abolitionist Expressions in Maskilic Sea Adventures,Rebecca Wolpe,female,2012
journal-article-10.2307_23319584,book-review,,Naomi Sokoloff,female,2012
journal-article-10.2307_41310620,research-article,"Rabbinic Authority, Medical Rhetoric, and Body Hermeneutics in Mishnah Nega'im",Mira Baiberg,female,2011
journal-article-10.2307_41310631,book-review,,Tamara Or,female,2011
journal-article-10.2307_41310632,book-review,,Miriam E. Bodian,female,2011
journal-article-10.2307_41310638,book-review,,Agnieszka Jagodzińska,female,2011
journal-article-10.2307_41310651,research-article,"Exchange On Michael Fagenblat's ""A Covenant of Creatures""",Annette Aronowicz,female,2011
journal-article-10.2307_41310652,book-review,Reclaiming Halakhah: On the Recent Works of Aharon Shemesh,Beth Berkowitz,female,2011
journal-article-10.2307_41310653,book-review,Holocaust Memory in Polish Scholarship,Karen Auerbach,female,2011
journal-article-10.2307_41310657,book-review,,Charlotte Elisheva Fonrobert,female,2011
journal-article-10.2307_41310662,book-review,,Lila Corwin Berman,female,2011
journal-article-10.2307_41310663,book-review,,Rachel Harris,female,2011
journal-article-10.2307_41310665,book-review,,Claire E. Sufrin,female,2011
journal-article-10.2307_41310669,book-review,,Sarah Imhoff,female,2011
journal-article-10.2307_41310672,book-review,,Yael Halevi-Wise,female,2011
journal-article-10.2307_41310673,book-review,,Wendy Ilene Zierler,female,2011
journal-article-10.2307_41310675,book-review,,Elisabeth R. Friedman,female,2011
journal-article-10.2307_40982803,research-article,An Occupational Neurosis: A Psychoanalytic Case History Of a Rabbi,Maya Balakirsky Katz,female,2010
journal-article-10.2307_40982805,research-article,He Took the Knife: Biblical Narrative and the Formation of Rabbinic Law,Jane Kanarek,female,2010
journal-article-10.2307_40982811,book-review,,Mira Balberg,female,2010
journal-article-10.2307_40982812,book-review,,Renée Levine Melammed,female,2010
journal-article-10.2307_40982816,book-review,,Sarah Abrevaya Stein,female,2010
journal-article-10.2307_40982818,book-review,,Rebecca Kobrin,female,2010
journal-article-10.2307_40982820,book-review,,Jessica Rosenberg,female,2010
journal-article-10.2307_40982821,book-review,,Janice W. Fernheimer,female,2010
journal-article-10.2307_40982823,book-review,,Sivan Zakai,female,2010
journal-article-10.2307_40982825,book-review,,Susan Sered,female,2010
journal-article-10.2307_40982830,research-article,"Just One of the Goys: Salinger's, Miller's, and Malamud's Hidden Jewish Heroes",Leah Garrett,female,2010
journal-article-10.2307_40982840,book-review,A Matter of Distinction: On Recent Work by Jan Assmann,Eliza Slavet,female,2010
journal-article-10.2307_40982842,book-review,,Adriane Leveen,female,2010
journal-article-10.2307_40982849,book-review,,Judith R. Baskin,female,2010
journal-article-10.2307_40982852,book-review,,Vivian B. Mann,female,2010
journal-article-10.2307_40982854,book-review,,Anita Norich,female,2010
journal-article-10.2307_40982857,book-review,,Rebecca Kobrin,female,2010
journal-article-10.2307_40982858,book-review,,Laura Levitt,female,2010
journal-article-10.2307_40982860,book-review,,Vanessa L. Ochs,female,2010
journal-article-10.2307_25654604,research-article,Statement from the Incoming Editors,Elisheva Carlebach,female,2009
journal-article-10.2307_25654608,research-article,The Formerly Wealthy Poor: From Empathy to Ambivalence in Rabbinic Literature of Late Antiquity,Alyssa M. Gray,female,2009
journal-article-10.2307_25654609,research-article,Theory and Practice: A Jewish Physician in Paris and Avignon,Susan Einbinder,female,2009
journal-article-10.2307_25654610,book-review,The New Spatial Turn in Jewish Studies,Charlotte Elisheva Fonrobert,female,2009
journal-article-10.2307_25654623,book-review,,Claire E. Sufrin,female,2009
journal-article-10.2307_25654627,book-review,,Sharon Gillerman,female,2009
journal-article-10.2307_25654628,book-review,,Emily Kopley,female,2009
journal-article-10.2307_25654638,research-article,"""Abandon Your Role as Exponents of the Magyars"": Contested Jewish Loyalty in Interwar (Czecho) Slovakia",Rebekah Klein-Pejšová,female,2009
journal-article-10.2307_25654653,book-review,,Heidi Kaufman,female,2009
journal-article-10.2307_25654654,book-review,,Emily Kopley,female,2009
journal-article-10.2307_25654656,book-review,,Nancy E. Berg,female,2009
journal-article-10.2307_25654657,book-review,,Jane Kanarek,female,2009
journal-article-10.2307_27564337,book-review,,Lois Dubin,female,2008
journal-article-10.2307_27564338,book-review,,Francesca Bregoli,female,2008
journal-article-10.2307_27564343,book-review,,Andrea Most,female,2008
journal-article-10.2307_27564344,book-review,,Yael Zerubavel,female,2008
journal-article-10.2307_27564345,book-review,,Ann Braude,female,2008
journal-article-10.2307_27564349,book-review,,Batsheva Ben-Amos,female,2008
journal-article-10.2307_27564350,book-review,,Rachel Manekin,female,2008
journal-article-10.2307_27564356,research-article,Recent Literary Approaches to the Mishnah,Elizabeth Shanks Alexander,female,2008
journal-article-10.2307_27564360,research-article,What Is (The) Mishnah? Concluding Observations,Christine Hayes,female,2008
journal-article-10.2307_27564363,research-article,The Downfall of Haman: Postwar Yiddish Theater between Secular and Sacred,Annette Aronowicz,female,2008
journal-article-10.2307_27564366,book-review,,Naomi Koltun-Fromm,female,2008
journal-article-10.2307_27564368,book-review,,Cynthia Baker,female,2008
journal-article-10.2307_27564374,book-review,,Alyssa M. Gray,female,2008
journal-article-10.2307_27564376,book-review,,Mira Balberg,female,2008
journal-article-10.2307_27564377,book-review,,Miriam Bodian,female,2008
journal-article-10.2307_27564378,book-review,,Deborah Achtenberg,female,2008
journal-article-10.2307_27564386,book-review,,Judy Baumel-Schwartz,female,2008
journal-article-10.2307_27564387,book-review,,Neta Stahl,female,2008
journal-article-10.2307_27564389,book-review,,Lisa Lampert-Weissig,female,2008
journal-article-10.2307_27564391,book-review,,Alisa Braun,female,2008
